,,1434.334661,1432.332669,1430.330677,1428.328685,1426.326693,1424.324701,1422.322709,1420.320717,1418.318725,1416.316733,1414.314741,1412.312749,1410.310757,1408.308765,1406.306773,1404.304781,1402.302789,1400.300797,1398.298805,1396.296813,1394.294821,1392.292829,1390.290837,1388.288845,1386.286853,1384.284861,1382.282869,1380.280876,1378.278884,1376.276892,1374.2749,1372.272908,1370.270916,1368.268924,1366.266932,1364.26494,1362.262948,1360.260956,1358.258964,1356.256972,1354.25498,1352.252988,1350.250996,1348.249004,1346.247012,1344.24502,1342.243028,1340.241036,1338.239044,1336.237052,1334.23506,1332.233068,1330.231076,1328.229084,1326.227092,1324.2251,1322.223108,1320.221116,1318.219124,1316.217131,1314.215139,1312.213147,1310.211155,1308.209163,1306.207171,1304.205179,1302.203187
10,2016-12-13Koalin101nr1_c01_000001 ,-0.000717176,-0.000754534,-0.00078396,-0.000805513,-0.001225852,-0.001982375,-0.003674933,-0.006165633,-0.007535572,-0.007136004,-0.004216406,0.000114386,0.003681925,0.004777155,0.003697338,0.001886037,-0.000131039,-0.001078348,-0.001367841,-0.001469163,-0.000873098,9.73E-05,0.001322724,0.002381685,0.003064739,0.003328469,0.003261911,0.003194742,0.003063441,0.002987563,0.002877847,0.002739877,0.00269722,0.002756234,0.002731992,0.002549208,0.002170903,0.001684029,0.001288089,0.001124954,0.001174041,0.001308566,0.001494995,0.001631623,0.001791703,0.001945581,0.001936806,0.001756675,0.001385249,0.000941269,0.00058452,0.000428708,0.000378612,0.000327006,0.000304619,2.77E-04,0.000239866,0.000186817,0.000171473,0.000196724,0.000178168,9.35E-05,1.33E-06,-5.50E-05,-1.99E-05,9.77E-05,0.000209402
10,2016-12-13Koalin101nr1_c01_000002 ,-0.000713648,-0.000760208,-0.000788066,-0.000797003,-0.001197668,-0.001940179,-0.003651486,-0.006194019,-0.007570704,-0.007105461,-0.004134024,0.000192752,0.003716785,0.004743836,0.003610309,0.001804447,-0.000187863,-0.001139298,-0.001399222,-0.001420845,-0.000771412,0.000184216,0.001341598,0.002322365,0.002968872,0.003261204,0.00324275,0.003202116,0.003064163,0.002947587,0.002841917,0.002778482,0.002763491,0.002761482,0.002666996,0.002455486,0.002128297,0.001762158,0.001437361,0.001234741,0.001217294,0.001322075,0.001528158,0.001723473,0.00187673,0.001929146,0.001807363,0.001567396,0.001244735,0.000940472,0.000694547,0.0005425,0.000424567,0.000287031,0.000219787,2.23E-04,0.000242132,0.000227851,0.000217551,0.000212964,0.00018232,0.000124317,4.13E-05,-4.04E-05,-3.75E-05,5.81E-05,0.000175101
10,2016-12-13Koalin101nr1_c01_000003 ,-0.000684178,-0.000774534,-0.000833397,-0.00082843,-0.001201801,-0.001932472,-0.003617024,-0.006115554,-0.007491328,-0.00707841,-0.00414751,0.000185034,0.003706132,0.004707988,0.003558224,0.001740258,-0.000227689,-0.001103835,-0.00134055,-0.001444443,-0.000862509,0.000116935,0.001342613,0.002387887,0.003057835,0.003316181,0.003252384,0.003194284,0.003042578,0.002912734,0.002811218,0.002763227,0.002770807,0.002791613,0.002706964,0.002484082,0.002133052,0.001748278,0.001408117,0.001193102,0.001173074,0.00128658,0.001511963,0.001724159,0.001868107,0.001890663,0.00178229,0.001605563,0.001320886,0.001002055,0.000700502,0.000478578,0.0003662,0.000329885,0.000326895,0.00029265,0.000250901,0.000200681,0.000165538,0.000152335,0.000130953,8.73E-05,3.78E-05,-1.63E-06,-1.04E-05,1.35E-05,8.81E-05
10,2016-12-13Koalin102nr1_c01_000001 ,-0.000932669,-0.001038587,-0.001066073,-0.000995227,-0.001355975,-0.002154909,-0.004060002,-0.006891362,-0.008489693,-0.008085852,-0.004859907,-6.06E-05,0.003946016,0.005249851,0.004131729,0.002158193,-0.000105646,-0.001227517,-0.001610418,-0.001724986,-0.001030938,8.14E-05,0.001507592,0.002765821,0.00360686,0.003964597,0.003922046,0.003851358,0.003695366,0.003616348,0.003573938,0.003566377,0.003610367,0.003663131,0.003569863,0.003301007,0.002857913,0.002363901,0.001935594,0.001685342,0.001695793,0.001879015,0.002223459,0.002560863,0.002793464,0.002835008,0.002615078,0.002240513,0.0017683,0.001349468,0.001002998,0.000758916,0.000594041,0.000448666,0.000387371,0.00037925,0.000382111,0.000344927,0.000295846,0.000244512,0.000175533,0.000100332,6.12E-05,6.75E-05,0.000110087,0.000161172,0.000203179
10,2016-12-13Koalin102nr1_c01_000002 ,-0.000972888,-0.000984828,-0.000954723,-0.000914142,-0.001339559,-0.002184616,-0.004101043,-0.006890889,-0.008466635,-0.008113495,-0.004912128,-6.20E-05,0.004000572,0.005322577,0.00419696,0.002198261,-0.000110469,-0.00126968,-0.001685255,-0.001832603,-0.001132403,3.10E-05,0.001517829,0.002805804,0.00364565,0.003985303,0.003942497,0.003903854,0.003769971,0.003686695,0.003603866,0.003530359,0.003541402,0.003622939,0.003573491,0.003323699,0.002885758,0.002386919,0.001945675,0.001683848,0.001682318,0.001856202,0.002202216,0.002550789,0.002790879,0.002830369,0.002618505,0.002263872,0.001799056,0.001369361,0.001005905,0.000747823,0.00057927,0.000443659,0.000383996,3.61E-04,0.000364756,0.000353277,0.000323671,0.000271225,0.000199511,0.000125285,6.16E-05,2.27E-05,3.49E-05,8.71E-05,0.000178788
10,2016-12-13Koalin102nr1_c01_000003 ,-0.000959077,-0.00101125,-0.001002557,-0.000965786,-0.001372566,-0.002192167,-0.004066663,-0.006808588,-0.008380351,-0.008073171,-0.004954346,-0.000190378,0.003843063,0.005215932,0.004165114,0.0022015,-7.76E-05,-0.001204101,-0.001611966,-0.001771953,-0.001120383,-2.71E-05,0.001431503,0.002760389,0.003684393,0.004102361,0.004061717,0.003935445,0.003688757,0.003535088,0.003475725,0.003512878,0.003608183,0.003677148,0.003604546,0.003363585,0.002923907,0.002412485,0.001954849,0.001671476,0.001655995,0.001835346,0.002174899,0.002490681,0.002728545,0.002815351,0.002659505,0.002332414,0.001848886,0.001366557,0.00095438,0.000681185,0.000543878,0.000472601,0.000461767,0.0004388,0.000414171,0.000369975,0.000312327,0.000246168,0.000146333,3.02E-05,-3.33E-05,-2.21E-05,7.14E-05,0.000199391,0.000289006
10,2016-12-13Koalin103nr1_c01_000001 ,-0.000879102,-0.000991539,-0.001028264,-0.000971615,-0.001301483,-0.002037473,-0.003756426,-0.006282217,-0.007726488,-0.007427596,-0.004508856,-5.11E-05,0.003719284,0.005004665,0.004002801,0.002123307,-5.07E-05,-0.001125948,-0.00151815,-0.001677341,-0.001052328,4.44E-06,0.001368731,0.002563804,0.003403168,0.003822159,0.003880456,0.003903885,0.003800144,0.003716861,0.003695339,0.003774591,0.003905968,0.004009952,0.003931174,0.003648111,0.003153995,0.002604009,0.002143605,0.001896509,0.001932669,0.002148127,0.002522212,0.002873611,0.003150528,0.003275187,0.003131403,0.002790986,0.002285891,0.001784429,0.001313399,0.000951031,0.000740813,0.000631358,0.00059322,0.000541182,0.00045686,0.000322721,0.000254365,0.000280516,0.000293468,0.000235696,0.000136236,3.38E-05,2.72E-05,0.000132879,0.000266848
10,2016-12-13Koalin103nr1_c01_000003 ,-0.00085341,-0.000929301,-0.000959427,-0.000938109,-0.001303498,-0.002043513,-0.003753696,-0.006268709,-0.007693558,-0.007378685,-0.004464703,-2.61E-05,0.003706341,0.004940547,0.003916901,0.002066183,-5.85E-05,-0.001103527,-0.001486279,-0.001653485,-0.001056366,-3.29E-05,0.001343462,0.002605812,0.003472994,0.003842225,0.0038536,0.003873078,0.003777609,0.003705591,0.003662037,0.003672013,0.003779039,0.00394327,0.003937812,0.00368719,0.003225618,0.002714172,0.002230805,0.00190245,0.001857364,0.002036673,0.002457439,0.002920322,0.00326239,0.003346636,0.003112052,0.002692238,0.002162705,0.001706916,0.001303307,0.000982944,0.000790829,0.000675093,0.000618293,0.000555916,0.000483707,0.000378637,0.000301664,0.000272768,0.000230741,0.000147233,6.52E-05,1.57E-05,4.90E-05,0.000149399,0.000269097
2,2016-12-13Koalin22nr1_c01_000002 ,-0.000762686,-0.000741764,-0.000672239,-0.000615172,-0.000823108,-0.001271247,-0.002312185,-0.003832007,-0.004636374,-0.004331669,-0.00241749,0.000412251,0.002741763,0.003476732,0.002742544,0.001471434,5.43E-05,-0.000632482,-0.00095669,-0.00122934,-0.001008901,-0.000458788,0.000478573,0.001494222,0.002348061,0.002836905,0.003021407,0.003129767,0.003138762,0.003197113,0.003335503,0.003575285,0.003906258,0.004235923,0.004340258,0.004169874,0.003689297,0.003080425,0.002426609,0.001928119,0.001727469,0.001799399,0.002225509,0.00278939,0.003300086,0.003539051,0.003425645,0.003064772,0.002492788,0.001933342,0.001452384,0.001129072,0.000896904,0.000680675,0.000541373,4.42E-04,0.000388878,0.000343682,0.000280909,0.000181306,0.000100024,6.01E-05,3.21E-05,-6.91E-07,5.94E-06,4.82E-05,0.000102089
2,2016-12-13Koalin22nr1_c01_000003 ,-0.0007534,-0.000764916,-0.000716599,-0.000652664,-0.000835922,-0.001260001,-0.002262102,-0.003733268,-0.004537055,-0.00428652,-0.002461056,0.00027923,0.002607271,0.003452386,0.002862612,0.001681633,0.000239696,-0.000577256,-0.001030496,-0.001339388,-0.00108283,-0.000459526,0.000540412,0.001554386,0.002356643,0.002783645,0.00294247,0.003078806,0.003128324,0.003210251,0.003350169,0.003563346,0.003871997,0.004210092,0.004308532,0.004101359,0.003613787,0.003047228,0.002443502,0.001971151,0.001768841,0.00181851,0.00224018,0.002833283,0.003358649,0.003580298,0.003442968,0.003065479,0.002481099,0.001916319,0.001418272,0.001063618,0.000846142,0.000694867,0.000577444,4.27E-04,0.000316595,0.000250924,0.000239891,0.000249716,0.000217489,0.000119871,2.45E-05,-2.50E-05,8.08E-07,8.29E-05,0.000140751
2,2016-12-13Koalin23nr1_c01_000000 ,-0.000722599,-0.000685786,-0.000595816,-0.000496773,-0.000689608,-0.00115734,-0.00219857,-0.003679261,-0.004443201,-0.004102266,-0.002262651,0.000360692,0.002512456,0.003212401,0.002576717,0.001460932,0.000161154,-0.000527844,-0.000903691,-0.001210409,-0.001029773,-0.000506915,0.00038081,0.001313683,0.002131374,0.002658442,0.002898811,0.003028243,0.003002931,0.002980358,0.003063389,0.003313149,0.003671422,0.004014554,0.00414629,0.004008665,0.003539641,0.002923897,0.00228055,0.00181571,0.001657722,0.00177324,0.002206332,0.002733421,0.003241733,0.00355126,0.003561709,0.003323293,0.002785489,0.002155715,0.001537013,0.001084802,0.000844706,0.000759312,0.000721308,6.02E-04,0.000502641,0.000435297,0.000391108,0.000349218,0.000250586,8.82E-05,-7.52E-05,-0.000178202,-0.00012105,6.75E-05,0.00025708
2,2016-12-13Koalin23nr1_c01_000001 ,-0.00072605,-0.000732567,-0.000668055,-0.000564403,-0.000722297,-0.001140091,-0.002156711,-0.003665124,-0.004456008,-0.004102185,-0.002231197,0.000425595,0.002583501,0.003249772,0.002577231,0.001452839,0.000150412,-0.000546697,-0.000896776,-0.001146525,-0.000948132,-0.000468449,0.000354867,0.001235957,0.002048778,0.002630644,0.002932087,0.003076958,0.003050011,0.003028836,0.003078402,0.003264766,0.003590082,0.003954918,0.004107492,0.003963347,0.003521719,0.002969855,0.002383418,0.001946683,0.001761412,0.001800654,0.002166533,0.002682331,0.003198064,0.003506221,0.003532575,0.00332425,0.002795862,0.002143993,0.001513117,0.001074405,0.00082899,0.000712924,0.000661973,5.62E-04,0.000529692,0.000552927,0.000511447,0.000363951,0.000180486,2.55E-05,-6.16E-05,-6.34E-05,2.51E-05,0.000137899,0.000226569
2,2016-12-13Koalin2nr1_c01_000001 ,-0.000685616,-0.000687067,-0.000633758,-0.000554199,-0.000726235,-0.001143761,-0.002164735,-0.003683367,-0.004482625,-0.004145464,-0.002252331,0.000483544,0.002700706,0.003355254,0.00264014,0.001487527,0.000135782,-0.000626684,-0.001016404,-0.001267536,-0.001019515,-0.000462125,0.000406462,0.001265276,0.002044801,0.002624962,0.002958777,0.003160958,0.00314016,0.003051681,0.00305423,0.003261333,0.003647065,0.004079341,0.004243868,0.004032294,0.003496001,0.002884806,0.002322298,0.001984696,0.001917814,0.002033091,0.002393425,0.002826358,0.003252505,0.003520407,0.003453077,0.003098827,0.002544322,0.002014413,0.001543029,0.001206599,0.000947492,0.000699509,0.000530646,0.000420396,0.000381679,0.000361701,0.00033774,0.000277212,0.000167435,3.06E-05,-3.86E-05,-1.03E-05,6.24E-05,0.000119857,0.000149676
2,2016-12-13Koalin2nr1_c01_000002 ,-0.000639187,-0.000692595,-0.000691011,-0.00062427,-0.000769653,-0.001140403,-0.002100994,-0.003567537,-0.004391073,-0.004158555,-0.002353219,0.000375082,0.002651709,0.003400491,0.002747272,0.001567966,0.000190099,-0.000535067,-0.000936004,-0.001277307,-0.001109823,-0.000574806,0.000335136,0.001279264,0.002119021,0.00268078,0.002957796,0.003115412,0.003084183,0.003025067,0.003079087,0.003331888,0.003713788,0.004084117,0.004187793,0.003961307,0.003443932,0.002865783,0.002321707,0.001970068,0.001881711,0.00198861,0.002382706,0.00288344,0.003326237,0.003536345,0.003409888,0.003038971,0.002512007,0.002041601,0.001603076,0.001239578,0.000938023,0.000668798,0.000493703,3.90E-04,0.000377311,0.000393355,0.000384079,0.000307028,0.000186786,6.17E-05,-2.13E-06,1.55E-05,5.56E-05,6.85E-05,8.93E-05
2,2016-12-13Koalin2nr1_c01_000003 ,-0.000628937,-0.000673786,-0.000661411,-0.000574307,-0.000722463,-0.001128423,-0.002117748,-0.003582254,-0.004379405,-0.004107646,-0.002296797,0.000381441,0.002601615,0.003328545,0.002686533,0.001539966,0.000179106,-0.000570522,-0.000969798,-0.001258404,-0.001041165,-0.000488077,0.000395287,0.0012769,0.002078505,0.002664662,0.002976425,0.003140027,0.00309065,0.002998385,0.003035068,0.003301614,0.003703943,0.004084239,0.004197187,0.003977349,0.003448375,0.002847259,0.002302777,0.00197926,0.001923589,0.002051055,0.002426689,0.002872009,0.003293975,0.003546414,0.003460504,0.003090414,0.002531591,0.002013636,0.001554383,0.001214833,0.000944054,0.000684737,0.000494867,3.58E-04,0.000323445,0.000345846,0.00035843,0.00030512,0.000215942,0.00011815,4.66E-05,2.38E-05,2.62E-05,2.78E-05,6.71E-05
4,2016-12-13Koalin41nr1_c01_000001 ,-0.000735493,-0.000741236,-0.00067954,-0.000579545,-0.000795389,-0.001319992,-0.00255146,-0.00435201,-0.005327919,-0.004987589,-0.00286681,0.000195491,0.002744259,0.003603825,0.00290928,0.001648988,0.000140312,-0.000694408,-0.001100675,-0.00132852,-0.000978902,-0.000286834,0.000761421,0.001803618,0.002584639,0.002962012,0.003038712,0.003084576,0.003054558,0.00308655,0.003147626,0.003234414,0.00342735,0.003695705,0.003798602,0.003650547,0.003255156,0.002765383,0.002236085,0.001828351,0.001688904,0.001798301,0.002209055,0.002724487,0.003162052,0.003336778,0.003195517,0.002852315,0.002330428,0.001820093,0.001360137,0.001023622,0.000801074,0.000635795,0.000552674,4.93E-04,0.000445412,0.000374938,0.000340647,0.000335422,0.000245946,6.51E-05,-7.25E-05,-0.000101006,1.49E-05,0.0002221,0.000379274
